ts_ms,level,repeat,mem_used_mb,mem_total_mb,load1,proc_count,swap_used_mb,booted
1786856017617,2,2,25546,32768,680.61,4515,29945.75,25
1786856023461,2,2,25498,32768,806.60,4502,29945.00,25
1786856029670,2,2,25463,32768,920.11,4498,29943.75,25
1786856035468,2,2,25455,32768,178.87,4497,29942.50,25
1786856041375,2,2,28616,32768,342.16,4495,30043.44,25
1786856049077,2,2,25596,32768,472.92,4463,30020.44,25
1786856054995,2,2,25589,32768,745.87,4460,30016.00,25
1786856061005,2,2,26304,32768,864.64,4452,30012.75,25
1786856067441,2,2,25502,32768,970.77,4450,30010.12,25
1786856073470,2,2,25486,32768,49.05,4451,30006.88,25
1786856080106,2,2,25447,32768,375.17,4448,29994.38,25
1786856086029,2,2,25444,32768,523.54,4473,29974.62,25
1786856092147,2,2,25440,32768,659.31,4474,29972.12,25
1786856097988,2,2,23796,32768,788.05,4474,29968.81,25
1786856103784,2,2,26460,32768,907.92,4447,29979.25,25
1786856109816,2,2,25558,32768,103.60,4447,29977.06,25
1786856116271,2,2,25507,32768,282.52,4436,29974.50,25
1786856122327,2,2,25499,32768,450.41,4430,29972.06,25
1786856128064,2,2,25471,32768,596.28,4424,29968.38,25
1786856133928,2,2,25436,32768,724.30,4419,29965.50,25
1786856139872,2,2,25430,32768,948.38,4419,29961.31,25
1786856146870,2,2,25418,32768,27.97,4417,29959.75,25
1786856152676,2,2,25420,32768,204.22,4444,29958.50,25
1786856158675,2,2,22864,32768,367.56,4417,29957.62,25
1786856164429,2,2,25474,32768,502.53,4412,29955.31,25
1786856170616,2,2,25423,32768,739.82,4407,29953.81,25
1786856176414,2,2,25423,32768,844.74,4403,29952.50,25
1786856182494,2,2,25427,32768,943.58,4427,29951.56,25
1786856189160,2,2,25455,32768,10.66,4406,29950.69,25
1786856195372,2,2,25426,32768,333.23,4406,29950.12,25
1786856201252,2,2,25425,32768,474.23,4408,29949.44,25
1786856207075,2,2,25429,32768,604.58,4408,29945.69,25
1786856213012,2,2,25677,32768,723.53,4410,29944.81,25
1786856219332,2,2,23216,32768,830.71,4409,29944.00,25
1786856225651,2,2,27197,32768,1020.15,4429,29941.56,25
1786856231411,2,2,25432,32768,81.91,4401,29940.06,25
1786856237538,2,2,25427,32768,244.47,4401,29939.12,25
1786856243573,2,2,25470,32768,384.41,4404,29934.81,25
1786856250154,2,2,25721,32768,634.61,4431,29933.62,25
1786856255961,2,2,25506,32768,745.95,4406,29927.50,25
1786856261800,2,2,25721,32768,843.89,4405,29923.88,25
1786856267647,2,2,25493,32768,930.78,4412,29922.56,25
1786856273529,2,2,25115,32768,1009.92,4414,29921.88,25
1786856279344,2,2,24483,32768,64.40,4439,29921.56,25
1786856285192,2,2,26242,32768,343.39,4434,29948.69,25
1786856291139,2,2,25423,32768,475.25,4435,29948.50,25
1786856296861,2,2,25420,32768,600.63,4435,29947.88,25
1786856302864,2,2,25415,32768,712.29,4435,29947.38,25
1786856309135,2,2,25404,32768,814.04,4435,29947.19,25
1786856315070,2,2,25399,32768,994.90,4436,29946.94,25
1786856320875,2,2,25406,32768,50.90,4436,29946.56,25
1786856326813,2,2,25399,32768,199.38,4404,29945.62,25
1786856332601,2,2,25385,32768,342.52,4405,29945.00,25
1786856338462,2,2,22787,32768,473.57,4405,29944.44,25
1786856344328,2,2,26549,32768,587.07,4404,29941.88,25
1786856350300,2,2,25427,32768,809.35,4428,29940.62,25
1786856356240,2,2,25435,32768,907.90,4428,29940.44,25
1786856362495,2,2,25437,32768,994.71,4428,29939.00,25
1786856368366,2,2,25434,32768,44.56,4428,29938.69,25
1786856374306,2,2,25433,32768,198.67,4429,29938.44,25
1786856380142,2,2,25427,32768,467.55,4429,29938.25,25
1786856387799,2,2,25335,32768,710.96,4437,29935.88,25
1786856400111,2,2,25972,32768,864.75,4468,29935.12,25
1786856421642,2,2,25683,32768,438.29,4492,29927.88,25
1786856441776,4,1,20904,32768,915.90,4023,29922.50,23
1786856447895,4,1,22631,32768,1022.94,4234,29918.44,26
1786856468124,4,1,24869,32768,398.02,4358,29917.38,26
1786856477535,4,1,25745,32768,158.45,4607,29916.88,27
1786856533137,4,1,26813,32768,915.99,4689,30484.19,27
1786856560509,4,1,26511,32768,826.56,4687,30477.44,27
1786856569966,4,1,26682,32768,103.36,4684,30466.31,27
1786856578305,4,1,26420,32768,334.43,4681,30461.38,27
1786856584671,4,1,27229,32768,745.79,4675,30759.31,27
1786856590710,4,1,26607,32768,930.39,4691,30756.00,27
1786856596491,4,1,26378,32768,76.77,4682,30752.62,27
1786856602969,4,1,26334,32768,307.41,4655,30748.38,27
1786856608946,4,1,26278,32768,518.06,4650,30746.62,27
1786856614906,4,1,26250,32768,887.39,4675,30745.38,27
1786856620991,4,1,26216,32768,26.64,4672,30743.88,27
1786856627581,4,1,26202,32768,256.57,4670,30743.19,27
1786856634749,4,1,26138,32768,674.10,4645,30866.19,27
1786856650024,4,1,26455,32768,242.80,4644,30863.75,27
1786856657819,4,1,26405,32768,456.39,4670,30860.44,27
1786856666685,4,1,26344,32768,834.81,4648,30856.12,27
1786856675278,4,1,26328,32768,118.26,4644,30855.44,27
1786856682927,4,1,26329,32768,335.89,4644,30851.25,27
1786856692860,4,1,26326,32768,704.19,4647,30847.75,27
1786856701274,4,1,29546,32768,8.69,4646,30988.62,27
1786856708030,4,1,25824,32768,27.14,4646,30953.75,27
1786856714380,4,1,25736,32768,118.65,4668,30944.81,27
1786856722109,4,1,26339,32768,396.72,4662,30902.44,27
1786856738181,4,1,26143,32768,863.51,4641,30847.56,27
1786856745329,4,1,26086,32768,126.18,4652,30841.69,27
1786856753010,4,1,26063,32768,336.13,4632,30825.19,27
1786856761452,4,1,28330,32768,688.18,4631,30882.44,27
1786856778502,4,1,26205,32768,790.38,4625,30831.12,27
1786856786829,4,1,26135,32768,982.93,4623,30822.56,27
1786856794892,4,1,26096,32768,220.46,4618,30814.62,27
1786856802692,4,1,26080,32768,377.21,4641,30803.44,27
1786856809483,4,1,26056,32768,528.86,4642,30801.69,27
1786856818660,4,1,24205,32768,794.66,4613,30798.31,27
