ts_ms,level,repeat,mem_used_mb,mem_total_mb,load1,proc_count,swap_used_mb,booted
1786911305928,8,2,25897,32768,16.94,2239,1219.62,8
1786911330129,8,2,26129,32768,548.17,2234,1215.44,8
1786911361292,8,2,25945,32768,992.26,2235,1213.31,8
1786911387729,8,2,25985,32768,373.29,2254,1211.44,8
1786911410531,8,2,22117,32768,737.12,1777,1203.50,6
1786911433418,8,2,19172,32768,789.94,1297,851.94,4
1786911445137,8,2,11373,32768,727.25,715,622.38,2
1786911450873,8,2,8470,32768,674.06,437,380.50,0
1786911457684,10,1,5190,32768,620.16,173,267.38,0
1786911464695,10,1,7877,32768,540.19,367,265.31,3
1786911477809,10,1,11256,32768,535.86,678,263.25,6
1786911493915,10,1,15165,32768,695.96,1028,263.00,8
1786911516703,10,1,18415,32768,985.91,1307,260.94,10
1786911536054,10,1,19463,32768,569.93,1529,260.88,10
1786911560544,10,1,20509,32768,487.05,1670,254.25,10
1786911573141,10,1,21078,32768,874.45,1699,251.38,10
1786911582017,10,1,21113,32768,54.64,1708,251.06,10
1786911591883,10,1,21444,32768,356.21,1759,251.06,10
1786911601292,10,1,21875,32768,647.15,1787,251.06,10
1786911629363,10,1,22761,32768,621.95,1866,250.81,10
1786911656810,10,1,23106,32768,511.40,1867,250.75,10
1786911672906,10,1,23089,32768,10.04,1867,250.75,10
1786911686166,10,1,23083,32768,650.04,1873,250.69,10
1786911696611,10,1,23076,32768,998.88,1872,250.69,10
1786911707907,10,1,23053,32768,351.43,1881,250.50,10
1786911719276,10,1,23034,32768,748.33,1881,250.44,10
1786911730962,10,1,23020,32768,301.43,1890,250.38,10
1786911743009,10,1,23003,32768,709.74,1903,250.31,10
1786911752643,10,1,22998,32768,0.14,1904,250.25,10
1786911762000,10,1,22978,32768,375.57,1908,250.25,10
1786911768598,10,1,22972,32768,513.18,1904,250.06,10
1786911774871,10,1,23028,32768,623.44,1908,249.94,10
1786911781330,10,1,23050,32768,808.45,1912,249.94,10
1786911787380,10,1,23065,32768,868.72,1910,249.94,10
1786911794300,10,1,23092,32768,924.07,1913,249.94,10
1786911800511,10,1,23105,32768,1002.00,1915,249.94,10
1786911807268,10,1,23110,32768,9.79,1919,249.88,10
1786911814652,10,1,23134,32768,113.03,1923,249.88,10
1786911821606,10,1,23154,32768,289.22,1925,249.88,10
1786911828798,10,1,23164,32768,359.67,1926,249.88,10
1786911835226,10,1,23176,32768,416.63,1926,249.88,10
1786911841706,10,1,23197,32768,519.04,1927,249.75,10
1786911849672,10,1,23377,32768,566.92,1927,249.75,10
1786911856297,10,1,23456,32768,645.93,1926,249.75,10
1786911862586,10,1,23452,32768,678.36,1927,249.62,10
1786911877878,10,1,23443,32768,808.98,1927,249.62,10
1786911887303,10,1,23436,32768,888.27,1927,249.62,10
1786911896604,10,1,23439,32768,960.20,1927,249.62,10
1786911908279,10,1,23432,32768,1.74,1928,249.62,10
1786911918073,10,1,23436,32768,217.22,1928,249.56,10
1786911925560,10,1,23426,32768,402.45,1928,249.50,10
1786911934195,10,1,23684,32768,559.20,1970,249.44,10
1786911962024,10,1,24811,32768,30.33,2151,249.44,10
1786912013922,10,1,25821,32768,437.23,2368,265.62,10
1786912044504,10,1,26238,32768,924.16,2401,265.31,10
1786912065187,10,1,26591,32768,107.90,2439,390.50,10
